Month,Day,Hour,Reported_Location,Latitude,Longitude,weekend?_Weekday,weekend?_Weekend
4,5,18,S LEONARD SPRINGS RD,39.142048,-86.582592,1,0
6,6,9,CURRY PK & SR 45 RTE,39.142048,-86.582592,1,0
6,4,16,LEONARD SPRINGS & SR45W,39.142048,-86.582592,1,0
7,7,12,S LEONARD SPRINGS & SR45W,39.142048,-86.582592,0,1
7,3,16,CURRY & SR45W,39.142048,-86.582592,1,0
8,5,16,CURRY PIKE & SR45,39.142048,-86.582592,1,0
9,6,16,S LEONARD SPRINGS RD & SR45,39.142048,-86.582592,1,0
10,2,14,CURRY & SR45W,39.142048,-86.582592,1,0
11,5,20,CURRY PIKE & SR45,39.142048,-86.582592,1,0
2,6,7,BLOOMFIELD RD & CURRY,39.14202701,-86.58260822,1,0
4,6,18,CURRY PIKE & SR 45,39.14195,-86.58259,1,0
11,6,17,LEONARD SPRINGS RD & SR45W,39.14191534,-86.582572,1,0
1,3,15,CLARIZZ & COVENANTER DR,39.14191047,-86.49056252,1,0
3,2,14,S HENDERSON ST & WYLIE FARM,39.14191,-86.52694,1,0
5,3,20,S LEONARD SPRINGS RD,39.14187494,-86.58259037,1,0
7,1,12,S LEONARD SPRINGS ROAD RD,39.14187494,-86.58259037,0,1
9,3,14,S LEONARD SPRINGS RD,39.14187494,-86.58259037,1,0
10,4,14,S LEONARD SPRINGS RD,39.14187494,-86.58259037,1,0
5,6,18,WEST STATE ROAD 45 HWY,39.141847,-86.582755,1,0
6,6,14,S WALNUT ST & SOUTH,39.14173578,-86.53114736,1,0
8,6,7,S BROWN AVE,39.14159445,-86.54202808,1,0
3,3,16,LEONARD SPRINGS & SR45W,39.14145928,-86.58418054,1,0
2,3,12,S ROCKPORT RD,39.14144,-86.543632,1,0
6,7,5,SOUTH & WALNUT ST,39.14138005,-86.53088525,0,1
6,6,7,CURRY & SR45W,39.14134894,-86.58450352,1,0
4,6,14,S ROGERS ST & W COOLIDGE,39.141328,-86.538528,1,0
11,3,8,WOOLERY MILL RD,39.14127968,-86.55037477,1,0
9,4,8,COOLIDGE & ROCKPORT RD,39.14127899,-86.54379699,1,0
10,3,15,COOLIDGE & RODGERS ST,39.14125315,-86.53882921,1,0
1,1,23,COOLIDGE & ROGERS ST,39.14124,-86.53881,1,0
10,2,15,BENT TREE DR & WYLIE FARM,39.14108,-86.52172,1,0
10,5,20,SOUTH ROCKPORT RD,39.14106,-86.544119,1,0
11,5,13,SOUTH ROCKPORT RD,39.14106,-86.544119,1,0
5,6,16,SARE & SPICEWOOD LN,39.14093,-86.49658,1,0
6,5,9,SPICER LANE LN,39.14071977,-86.6529525,1,0
1,1,3,POINTE & STRAIN RIDGE RD,39.14031428,-86.51688,0,1
11,3,8,BALFOUR & NORTH JORDAN AVE,39.14009301,-86.51259988,1,0
11,3,10,FORD & GRAHAM DR,39.14001101,-86.54112041,1,0
6,6,7,HILLSIDE & ROGERS ST,39.13999935,-86.53876,1,0
2,7,19,S ROGERS ST & W GRAHAM,39.13992,-86.538416,0,1
12,4,23,AIRPORT & ENDWRIGHT RD,39.13986897,-86.59634723,1,0
5,4,14,10TH & CAMPBELL ST,39.13986101,-86.51394,1,0
6,3,10,SR37S & W TAPP,39.13978646,-86.57292991,1,0
4,1,19,BRYAN & GRAHAM DR,39.13976,-86.53642,1,0
10,1,3,S FORRESTER DR,39.139587,-86.492698,0,1
3,1,23,PINE MEADOWS DR & TWIN OAKS VALLEY,39.139576,-86.55035399,1,0
12,5,19,S HIGHLAND AVE,39.13951412,-86.51756532,1,0
12,2,9,S HIGHLAND AVE,39.13951412,-86.51756532,1,0
6,3,16,S HIGHLAND AVE,39.13950428,-86.51762373,1,0
11,7,16,TAPP & WEIMER RD,39.13925856,-86.56203042,0,1
12,2,17,BUTTONWOOD & SARE RD,39.13920969,-86.49654015,1,0
2,7,15,E GRAHAM PL,39.138811,-86.528022,0,1
6,6,14,HENNESSEY & ROCKPORT RD,39.13875444,-86.55672021,1,0
7,6,18,S  OLD ST RD 37 RD,39.138688,-86.465968,1,0
4,3,15,SR37S & TAPP,39.13868787,-86.57291634,1,0
11,5,8,MULBERRY LN,39.138602,-86.490665,1,0
12,7,2,ROGERS & SMITH RD,39.13858559,-86.48040205,0,1
1,6,22,E GRAHAM PL,39.138576,-86.528144,0,1
4,7,13,EASTGATE & SR46W,39.13845082,-86.50147033,0,1
10,2,19,SR37S & TAPP,39.13841323,-86.57291295,1,0
8,2,19,SOUTH LEONARD SPRINGS RD & STAPLETON,39.138336,-86.582528,1,0
9,1,20,LEONARD SPRINGS RD & STAPLETON,39.138336,-86.582528,1,0
5,3,8,ROGERS ST & SOUTAR,39.13822295,-86.53845,1,0
11,4,14,AIRPORT & KIRBY RD,39.13822079,-86.61024005,1,0
1,7,0,1ST & FESS ST,39.13817397,-86.52594,0,1
12,4,8,E HICKORY STICK DR & E WINSLOW FARM,39.1381704,-86.52016671,1,0
5,1,20,LEONARD SPRINGS & SR45W,39.13805706,-86.59176662,1,0
1,4,5,S WINSLOW CT,39.13794514,-86.524,1,0
4,6,23,AIRPORT & SR45W,39.13785055,-86.59211256,0,1
4,3,16,N WALNUT ST & SOUTH OLD STATE ROAD 37,39.137744,-86.530288,1,0
5,2,13,SR37N & TAPP,39.13772661,-86.57290448,1,0
6,4,17,SOUTH CURRY PIKE,39.13753631,-86.582655,1,0
7,6,17,S WALNUT ST,39.137392,-86.529936,1,0
11,5,8,RIDGEVIEW & S WALNUT ST,39.13725282,-86.53144,1,0
8,1,16,HENDERSON ST & WINSLOW,39.13724251,-86.52678154,0,1
3,5,20,MADISON ST & WATSON,39.1372,-86.537088,1,0
11,6,17,AIRPORT & SR45W,39.13718219,-86.59323219,1,0
2,6,16,S OLD STATE ROAD 37 RD,39.137088,-86.53056,1,0
7,1,14,S OLD SR 37 RD,39.137088,-86.53056,0,1
3,4,16,RAYLE & TAPP RD,39.13704,-86.577504,1,0
3,7,23,SR37S & W TAPP,39.13704,-86.572896,0,1
5,4,22,LEONARD SPRINGS RD & TAPP,39.13704,-86.582512,1,0
7,6,7,SR37S & W TAPP,39.13704,-86.572896,1,0
7,2,17,LEONARD SPRING RD & TAPP,39.13704,-86.582512,1,0
8,3,7,SR37S & TAPP,39.13704,-86.572896,1,0
8,5,18,SR37S & TAPP,39.13704,-86.572896,1,0
9,5,14,SR37S & TAPP,39.13704,-86.572896,1,0
9,2,10,SR37 & W TAPP RD,39.13704,-86.572896,1,0
9,7,9,S LEONARD SPRINGS RD & W TAPP,39.13704,-86.582512,0,1
9,6,8,SR37 & TAPP,39.13704,-86.572896,1,0
12,6,16,SR37S & TAPP,39.13704,-86.572896,1,0
6,3,10,SR37 & TAPP RD,39.13701449,-86.57219163,1,0
7,6,18,SR37N & W TAPP,39.13687521,-86.572896,1,0
7,5,17,WEST AIRPORT RD,39.13686477,-86.60612717,1,0
1,2,14,AIRPORT & SR45W,39.136848,-86.593792,1,0
1,6,23,SR45W & W AIRPORT,39.136848,-86.593792,0,1
1,6,23,AIRPORT & SR45W,39.136848,-86.593792,0,1
4,2,8,AIRPORT & SR45E,39.136848,-86.593792,1,0
6,5,14,AIRPORT & SR45W,39.136848,-86.593792,1,0
6,6,0,SR45 & W AIRPORT RD,39.136848,-86.593792,1,0
8,1,20,AIRPORT & ENDRIGHT RD,39.136848,-86.5964,1,0
8,5,13,AIRPORT & SR45W,39.136848,-86.593792,1,0
9,4,19,BUNGER & WEST AIRPORT RD,39.136848,-86.606,1,0
11,2,7,AIRPORT & SR45W,39.136848,-86.593792,1,0
1,5,4,LEONARD SPRINGS RD & TAPP,39.13683,-86.58261,1,0
6,7,15,LEONARD SPRINGS & TAPP RD,39.13683,-86.58261,0,1
8,2,18,LEONARD SPRINGS RD & TAPP,39.13683,-86.58261,1,0
11,3,11,DANLYAN & TAPP RD,39.13679972,-86.57611995,1,0
1,5,23,STATE ROAD 45 RD,39.136783,-86.593838,1,0
11,4,16,SR37S & W TAPP,39.13676196,-86.57320781,1,0
6,4,12,WALNUT ST & WINSLOW,39.13675123,-86.52690411,1,0
1,5,14,REX GROSSMAN BLVD,39.136739,-86.57087,1,0
2,7,9,S ADAMS & W TAPP RD,39.13662,-86.55432298,0,1
5,4,11,S ADAMS & W TAPP RD,39.13662,-86.55431,1,0
10,5,16,ADAMS & TAPP RD,39.13662,-86.55432731,1,0
12,4,14,S ADAMS & W TAPP RD,39.13661786,-86.55431056,1,0
2,1,9,ADAMS & TAPP RD,39.1365673,-86.55430867,0,1
5,6,19,2607 S ADAMS ST & TAPP,39.1365673,-86.55430867,0,1
3,6,8,S WEIMER & W TAPP RD,39.136512,-86.562016,1,0
4,3,8,TAPP RD RD & WEIMER RD,39.136512,-86.562016,1,0
7,6,12,REX GROSSMAN & W TAPP RD RD,39.136512,-86.562016,1,0
7,3,12,SO WEIMER & W TAPP RD,39.136512,-86.562016,1,0
9,3,7,S WEIMER & W TAPP RD,39.136512,-86.562016,1,0
1,3,8,COUNTRY CLU DR DR & ROCKPORT RD,39.136448,-86.548704,1,0
5,4,2,ROCKPORT & TAPP RD,39.136448,-86.548704,1,0
9,5,15,S ROCKPORT & W COUNTRY CLUB DR,39.136448,-86.548704,1,0
3,7,21,HIGH & WINSLOW RD,39.13641362,-86.50834833,0,1
5,6,9,HIGH ST & ROGERS,39.13641362,-86.50808878,1,0
6,2,12,HIGH ST & ROGERS,39.13641362,-86.50808878,1,0
6,6,16,PINEHURST & TAPP RD,39.13640588,-86.54995501,1,0
9,6,15,E ROGERS RD & S THE STANDS,39.1364,-86.504896,1,0
6,4,19,ROCKPORT RD & TAPP,39.13635,-86.54875,1,0
9,2,18,ROCKPORT & TAPP RD,39.13635,-86.54875,1,0
10,5,14,COUNTRY CLUB RD & ROCKPORT,39.13635,-86.54876731,1,0
7,2,17,COUNTRY CLUB DR,39.136212,-86.543504,1,0
2,1,11,S WALNUT ST,39.13620872,-86.53099724,0,1
1,5,12,E WINSLOW RD & S HIGH,39.136144,-86.508096,1,0
1,5,12,E WINSLOW RD & S HIGH,39.136144,-86.508096,1,0
1,2,9,S WALNUT & S WINSLOW RD,39.136144,-86.528688,1,0
2,6,8,HENDERSON ST & WINSLOW,39.136144,-86.5268,1,0
3,7,8,ABBY & E WINSLOW RD,39.136144,-86.511296,0,1
4,6,8,E WINSLOW RD & S HENDERSON,39.136144,-86.5268,1,0
5,6,12,WALNUT ST & WINSLOW RD,39.136144,-86.528688,1,0
6,6,19,HENDERSON ST & WINSLOW,39.136144,-86.5268,0,1
9,1,15,WALNUT & WINSLOW RD,39.136144,-86.528688,0,1
9,2,19,ABBY & WINSLOW RD,39.136144,-86.511296,1,0
9,5,17,EAST WINSLOW RD & HENDERSON,39.136144,-86.5268,1,0
10,5,16,WALNUT ST & WINSLOW,39.136144,-86.528688,1,0
10,4,8,WESTMINSTER & WINSLOW RD,39.136144,-86.521888,1,0
10,6,7,WALNUT ST ST,39.136144,-86.528688,1,0
12,3,14,WINSLOW & WINSLOW RD,39.136144,-86.523744,1,0
4,2,16,WALNUT & WINSLOW RD,39.1361416,-86.52833537,1,0
10,4,17,WALNUT & WINSLOW RD,39.1361416,-86.52833537,1,0
7,2,16,WALNUT STREET & WINSLOW RD,39.1361266,-86.52763029,1,0
7,5,13,ALLENDALE & WINSLOW RD,39.136096,-86.516,1,0
10,2,10,COUNTRY CLUB DR & MILTON,39.13609,-86.53936269,1,0
3,6,15,COUNTRY CLUB DR & ROGERS,39.13608,-86.538096,1,0
4,6,10,E WINSLOW RD,39.13608,-86.529792,1,0
4,2,22,S ROGERS & W COUNTRY CLUB DR,39.13606885,-86.53826058,1,0
8,3,12,COUNTRY CLUB DR & ROGERS,39.13606468,-86.53756736,1,0
2,6,21,EAST ROGERS RD & SOUTH SMITH,39.13604479,-86.48067059,0,1
4,6,10,COUNTRYCLUB DR & ROGERS,39.13604,-86.53827,1,0
5,5,14,E WINSLOW & S HENDERSON ST,39.13604,-86.52688,1,0
8,6,8,EAST WINSLOW RD & HENDERSON,39.13604,-86.52688865,1,0
8,1,19,COUNTRY CLUB & ROGERS ST,39.13604,-86.53827,1,0
9,3,17,COUNTRY CLUB & ROGERS ST,39.13604,-86.53827,1,0
10,7,20,S ROGERS ST & W COUNTRY CLUB,39.13604,-86.53827,0,1
11,3,17,SOUTH HENDERSON ST & WINSLOW,39.13604,-86.52688,1,0
12,2,6,S ROGERS ST & W COUNTRYCLUB,39.13603619,-86.53826525,1,0
11,2,15,COUNTRY CLUB DR & MADISON,39.13601383,-86.53628803,1,0
9,4,17,COUNTRY CLUB DR & MADISON,39.13601,-86.53712,1,0
4,1,17,WALNUT STREET & WINSLOW RD,39.13599,-86.5288,0,1
5,7,11,WINSLOW RD,39.13599,-86.528726,0,1
3,5,16,EAST WINSLOW RD & WALNUT ST,39.13597991,-86.52879109,1,0
6,6,11,S WALNUT & W COUNTRY CLUB DR,39.13597991,-86.5311047,1,0
1,1,10,COUNTRY CLUB & WALNUT ST,39.13597,-86.53111,0,1
3,4,17,COUNTRY CLUB & S WALNUT ST,39.13597,-86.53111,1,0
5,2,16,S WALNUT & W COUNTRY CLUB DR,39.13597,-86.53111,1,0
9,3,4,COUNTRY CLUB & WALNUT ST,39.13597,-86.53111,1,0
10,3,18,SOUTH WALNUT & WINSLOW RD,39.13597,-86.53111,1,0
10,4,16,COUNTRY CLUB & WALNUT ST,39.13597,-86.53111,1,0
10,4,15,WALNUT ST & WINSLOW,39.13597,-86.53111,1,0
11,5,15,WALNUT ST & WINSLOW,39.13597,-86.53111,1,0
9,3,14,COUNTRY CLUB DR & MADISON,39.13596101,-86.53523221,1,0
12,2,12,ROGERS RD & SARE,39.13596019,-86.4965301,1,0
3,2,21,ROGERS & SARE RD,39.13596,-86.49653,1,0
6,6,14,E ROGERS & S SARE RD,39.13596,-86.49653,1,0
10,1,19,E ROGERS RD & S SARE,39.13596,-86.49653,1,0
8,3,12,FARINGTON & LEONARD SPRINGS RD,39.13589,-86.58261,1,0
10,7,14,ROGERS & SOMERSBE PL,39.135888,-86.498304,0,1
7,7,23,ROGERS RD & S SARE,39.13584,-86.496288,0,1
11,3,17,ROGERS & SARE RD,39.13584,-86.496288,1,0
8,3,15,ROCKPORT RD & TAPP,39.13578496,-86.54933215,1,0
6,6,21,N ROGERS ST & S SNODDY,39.13576,-86.489488,0,1
1,5,20,E ROGERS & SADDLEBROOK LN,39.1357306,-86.48727174,1,0
2,6,4,KNIGHT RIDGE & SR446S,39.135648,-86.462,1,0
9,6,10,KNIGHTRIDGE RD & SR446N,39.135648,-86.462,1,0
12,3,7,S KNIGHTRIDGE ROAD RD & SR446,39.135648,-86.462,1,0
5,6,15,AIRPORT & SR45W,39.13545218,-86.59573464,1,0
7,2,15,CARNABY ST,39.135418,-86.520921,1,0
9,7,11,CARNABY & WESTMINSTER WAY,39.135152,-86.521696,0,1
3,3,16,SOUTH WALNUT ST,39.13507491,-86.5312841,1,0
4,6,15,DUNCAN & SR45W,39.13504,-86.596192,1,0
11,4,15,SOUTH DUNCAN & SR45W,39.13504,-86.596192,1,0
11,3,7,DUNCAN & SR45W,39.13504,-86.596192,1,0
11,2,23,DUNCAN & SR45W,39.13494797,-86.59632288,1,0
5,1,15,SOUTH WALNUT ST,39.13493147,-86.5313046,0,1
2,2,15,SOUTH WALNUT ST,39.13476755,-86.53133875,1,0
3,3,16,SOUTH WALNUT ST,39.13476755,-86.53133875,1,0
7,7,19,ACADIA CT,39.13464,-86.518951,0,1
9,7,17,FAIRINGTON RD & INDIAN CREEK,39.134544,-86.575312,0,1
5,5,16,DUNCAN & SR45W,39.1344878,-86.59697726,1,0
8,4,13,S WALNUT ST,39.13432546,-86.52733091,1,0
10,4,6,HENDERSON ST & WALNUT ST,39.133744,-86.526896,1,0
9,2,19,3836 S LAURA WAY & HEATHER,39.13368491,-86.51916735,1,0
4,5,8,SR37N & TAPP,39.13363424,-86.572896,1,0
7,7,23,CRAMER CIR & TIFFANY,39.13317311,-86.5459,0,1
10,5,16,S ROGERS ST & W PATTERSON,39.13264695,-86.53875,1,0
12,7,12,3RD & COLLEGE MALL RD,39.13251703,-86.49827018,0,1
12,7,20,3RD & COLLEGE MALL RD,39.13251703,-86.49827018,0,1
5,4,0,GARDNER RD & GARRISON CHAPEL,39.13244808,-86.6523423,1,0
9,7,0,CLEAR CREEK & ROGERS ST,39.13230004,-86.53977,0,1
10,7,22,SOUTH GARRISON CHAPEL RD,39.132258,-86.642917,0,1
9,1,20,W GORDON PIKE,39.13152,-86.677664,1,0
10,5,7,PINEWOOD DR & WALNUT,39.13152,-86.53143,1,0
9,4,9,BUNGER & SR45W,39.13113338,-86.60164378,1,0
11,6,19,BUNGER & SR45,39.13113338,-86.60164378,0,1
8,3,22,SR446N & SWARTZ RIDGE,39.1310152,-86.44649921,1,0
9,4,7,KNIGHT RIDGE ROAD & SR446S,39.13101474,-86.44632879,1,0
1,2,19,3000 S WALNUT STREET PIKE & ALLENDALE,39.130944,-86.526688,1,0
2,6,17,S SARE RD,39.13071042,-86.50185282,1,0
1,7,3,BUNGER & SR45W,39.13024098,-86.60298341,0,1
7,7,15,SOUTH & WALNUT ST,39.130177,-86.526808,0,1
12,3,7,SR37 & TAPP,39.12989888,-86.572896,1,0
10,1,15,BALFOUR & JORDAN AVE,39.12948117,-86.51263769,0,1
3,4,17,BUNGER & SR45W,39.12936,-86.604336,1,0
6,5,15,S BUNGER & SR45S,39.12936,-86.604336,1,0
6,7,13,S BUNGER & SR45W,39.12925452,-86.60449857,0,1
9,5,18,LILAC LN,39.128921,-86.585135,1,0
5,6,8,SR45 RD,39.12881845,-86.60504332,1,0
3,1,0,FAIRFAX RD & MCCORMICK,39.12842216,-86.50779,0,1
5,7,0,WALNUT SPRINGS DR,39.12828863,-86.52679545,0,1
9,7,16,LEONARD SPRINGS & WOODHAVEN DR,39.12826,-86.58257329,0,1
9,1,20,S DAWSON & S MCDOUGAL ST,39.12821,-86.55501,1,0
4,2,17,S WALNUT ST,39.127952,-86.5268,1,0
1,2,19,ISON & SR45W,39.12790321,-86.60654596,1,0
9,4,8,ISON & SR45W,39.12790321,-86.60655029,1,0
11,6,17,ISON & SR45E,39.12790321,-86.60655462,1,0
6,7,11,ISON & SR45W,39.12788004,-86.60652011,0,1
11,5,19,S ISON & SR45W,39.12788004,-86.60651578,1,0
12,1,19,ISON & SR45W,39.12788004,-86.60649846,1,0
4,5,13,EASTGATE & SR46N,39.12787487,-86.50147033,1,0
10,2,7,E CANADA & S THE STANDS DR,39.12781,-86.51012,1,0
6,1,9,W WOODMERE & WOODHAVEN DR,39.127664,-86.578736,0,1
5,2,15,ROGERS ST & TERRACE,39.127616,-86.538688,1,0
5,7,17,SOUTH ROGERS ST & TERRACE,39.127616,-86.538688,0,1
9,6,18,S WALNUT STREET PIKE,39.12716835,-86.52677353,1,0
3,2,11,3650 W HEATHERWOOD LN LN,39.127123,-86.584206,1,0
10,2,6,GILLHAM & SR45S,39.12709947,-86.6110129,1,0
6,4,23,HEATHERWOOD & S LEONARD SPRINGS RD,39.126976,-86.582464,1,0
10,6,11,S LEONARD SPRINGS ROAD & W LEONARD SPRINGS ROAD RD,39.126976,-86.582464,1,0
6,5,13,HEATHERWOOD LN & LEONARD SPRING,39.12679,-86.58253671,1,0
2,4,12,BURKS & S WALNUT ST,39.12669768,-86.5313729,1,0
12,7,11,E BURKS DR,39.1266194,-86.52957223,0,1
11,2,12,CANADA & SARE RD,39.12658989,-86.50429978,1,0
3,5,6,S WALNUT ST,39.12631655,-86.52674475,1,0
8,4,11,S WALNUT ST PIKE,39.12631655,-86.52674475,1,0
8,6,3,S WALNUT STREET PIKE,39.12631655,-86.52674475,1,0
8,4,2,S WICKENS ST & W HENNESSEY,39.12614,-86.55259,1,0
3,2,11,HEATHER & LAURA WAY,39.12579,-86.51913,1,0
9,6,17,N WALTER & S VALMORE AVE,39.12569911,-86.61621094,1,0
3,7,13,BURKS & WALNUT ST,39.12557,-86.52672,0,1
7,2,12,BURKS & WALNUT ST,39.12557,-86.52672,1,0
8,5,13,BURKS & S WALNUT ST,39.12557,-86.52672,1,0
1,3,16,WEST STATE ROAD 45,39.125552,-86.610192,1,0
1,6,16,W STATE ROAD 45,39.125552,-86.610192,1,0
11,4,16,S R 45 HWY,39.125552,-86.610192,1,0
4,1,11,WALNUT SPRINGS DR,39.12548063,-86.52671031,0,1
1,1,23,SR45W,39.125312,-86.610496,1,0
4,3,17,WEST SR45 RD,39.125312,-86.610496,1,0
4,4,19,WEST STATE ROAD 45 RD,39.125312,-86.610496,1,0
5,5,15,WEST STATE ROAD 45 RD,39.125312,-86.610496,1,0
5,6,19,WEST STATE ROAD 45 RD,39.125312,-86.610496,0,1
6,4,13,WEST STATE ROAD 45 RD,39.125312,-86.610496,1,0
6,5,16,SR45W,39.125312,-86.610496,1,0
6,4,12,STATE ROAD 45 HWY,39.125312,-86.610496,1,0
7,1,15,W STATE ROAD 45 HWY,39.125312,-86.610496,0,1
7,3,12,W ST RD 45 RD,39.125312,-86.610496,1,0
7,6,16,W SR45 HWY,39.125312,-86.610496,1,0
7,1,13,SR45W,39.125312,-86.610496,0,1
8,2,14,SR45W,39.125312,-86.610496,1,0
8,2,11,WEST STATE RD 45 RD,39.125312,-86.610496,1,0
8,6,15,WEST STATE ROAD 45 RD,39.125312,-86.610496,1,0
9,1,19,WEST STATE ROAD 45 RD,39.125312,-86.610496,1,0
9,3,14,W ST  RD 45 HWY,39.125312,-86.610496,1,0
10,7,22,SR45W,39.125312,-86.610496,0,1
11,7,15,WEST STATE ROAD 45 HWY,39.125312,-86.610496,0,1
11,2,11,SR45W,39.125312,-86.610496,1,0
11,1,0,W ST RD 45 HWY,39.125312,-86.610496,0,1
12,3,11,WEST STATE ROAD 45 RD,39.125312,-86.610496,1,0
12,2,19,W STATE ROAD 45 RD,39.125312,-86.610496,1,0
5,2,18,GILLHAM & SR45W,39.12521864,-86.61061426,1,0
7,4,18,HAYS & SOUTH ROGERS ST,39.12504,-86.5388,1,0
2,7,8,FULLERTON & SR37S,39.12497215,-86.57225753,0,1
8,3,14,ESTATE & FALCON DR,39.12448109,-86.54671,1,0
1,7,11,RHORER & WALNUT ST,39.12418335,-86.52666031,0,1
6,7,9,S WALNUT ST,39.12377991,-86.52665096,0,1
2,4,21,S SHARON DR,39.12347042,-86.57686196,1,0
11,5,13,FULLERTON PIKE & S LEONARD SPRINGS,39.1234,-86.58254,1,0
5,3,18,FULLERTON PIKE & S LEONARD SPRINGS,39.123376,-86.582592,1,0
3,7,20,FULLERTON PIKE & S LEONARD SPRINGS,39.12337598,-86.58223939,0,1
1,1,11,RHORER & WALNUT ST,39.12308576,-86.52660499,0,1
2,7,14,RHORER & SNODDY RD,39.12295683,-86.48969874,0,1
3,7,19,S GARRISON CHAPEL RD & W ELLER,39.122416,-86.64296,0,1
2,4,17,ELLER & SR45W,39.12240491,-86.61427773,1,0
7,6,10,LEONARD SPRINGS RD & SR45W,39.12239023,-86.61427974,1,0
9,4,8,SR37S & W FULLERTON,39.122352,-86.5712,1,0
11,7,10,S DUNCAN & W LEONARD SPRINGS RD RD,39.122352,-86.5964,0,1
1,2,17,ELLER & SR45W,39.12224,-86.6144,1,0
2,7,22,ELLER ROAD RD & SR45,39.12224,-86.6144,0,1
7,5,16,ELLER & SR45W,39.12224,-86.6144,1,0
10,7,12,SR45S & WEST ELLER,39.12224,-86.6144,0,1
11,5,17,ELLER RD & SR45,39.12224,-86.6144,1,0
11,3,19,SR45W & WEST LEONARD SPRINGS,39.12224,-86.6144,1,0
11,3,7,SR45W & W LEONARD SPRINGS,39.12224,-86.6144,1,0
12,6,12,ELLER & SR45W,39.12224,-86.6144,1,0
12,6,13,FULLERTON & ROCKPORT RD,39.122224,-86.562688,1,0
5,5,17,FULLERTON & SR37N,39.12221991,-86.57137982,1,0
11,6,18,FULLERTON & SR37S,39.12221991,-86.57137982,1,0
1,5,15,FULLERTON & SR37S,39.12220683,-86.57140464,1,0
3,6,15,FULLERTON & SR37N,39.12220683,-86.57140464,1,0
5,3,14,FULLERTON & SR37S,39.12220683,-86.57140464,1,0
7,6,12,FULLERTON & SR37S,39.12220683,-86.57140464,1,0
9,4,19,FULLERTON & SR37S,39.12220683,-86.57140464,1,0
10,3,17,FULLERTON & SR37S,39.12220683,-86.57140464,1,0
11,6,19,FULLERTON & SR37S,39.12220683,-86.57140464,0,1
7,4,15,WEST FELLERTON PIKE,39.12216626,-86.57352291,1,0
12,3,8,FULLERTON PIKE & JUDD,39.12209988,-86.57402984,1,0
4,5,20,S MONROE MEDICAL PARK BLVD,39.122049,-86.573333,1,0
7,3,7,HARRELL RD RD & RHORER RD,39.121808,-86.498784,1,0
12,4,10,HARRELL & RHORER RD,39.12178125,-86.50230898,1,0
2,6,16,S ROGERS ST,39.121648,-86.539088,1,0
3,3,9,GORDON & ROGERS ST,39.121648,-86.539088,1,0
4,7,14,GORDON PIKE & ROGERS,39.121648,-86.539088,0,1
7,7,9,SOUTH ROGERS STRET & WEST GORDON PIKE PIKE,39.121648,-86.539088,0,1
1,1,14,E RHORER RD & S OLD STATE RD 37,39.121552,-86.531296,0,1
4,7,14,GORDON PIKE & RHORER,39.121552,-86.531296,0,1
6,6,18,GORDON & SOUTH OLD STATE RD 37 RD,39.121552,-86.531296,1,0
11,3,7,OLD STATE ROAD 37 HWY & RHORER,39.121552,-86.531296,1,0
9,4,21,W GORDON PIKE,39.12154418,-86.53386009,1,0
7,1,13,GORDON PIKE & OLD SR 37 SOUTH,39.12153441,-86.53693451,0,1
1,4,13,BRYANTS CREEK & SR37N,39.12152921,-86.51238497,1,0
4,7,19,E RHORER RD & S JAMIE,39.12152,-86.51792,0,1
6,7,12,JAMIE & RHORER RD,39.12152,-86.51792,0,1
9,3,18,JAMIE LN & RHORER,39.12152,-86.51792,1,0
6,2,8,BENSON & E RHORER RD,39.121488,-86.52048,1,0
6,3,7,KENNEDY DR & RHORER,39.121488,-86.528304,1,0
8,3,15,GORDON PIKE ST,39.12148,-86.535479,1,0
4,2,17,RHORER RD & WALNUT,39.12144282,-86.52614342,1,0
12,3,10,RHORER RD & WALNUT STREET,39.12144005,-86.52662985,1,0
1,3,10,RHORER RD & WALNUT ST,39.12144,-86.526496,1,0
4,7,13,RHORER & S WALNUT ST,39.12144,-86.526496,0,1
5,2,17,RHORER & WALNUT STREET PIKE,39.12144,-86.526496,1,0
6,2,15,E RHORER & S WALNUT ST,39.12144,-86.526496,1,0
7,6,13,RHORER & SARE RD,39.12144,-86.51158,1,0
9,6,6,E RHORER & S WALNUT ST,39.12144,-86.526496,1,0
9,1,11,E RHORER & S SARE RD,39.12144,-86.51158,0,1
9,3,7,RHORER RD & SARE,39.12144,-86.5115973,1,0
10,6,7,RHORER RD & WALNUT STREET,39.12144,-86.52663,1,0
10,1,4,JAMIE & RHORER RD,39.12144,-86.51770652,0,1
11,5,9,RHORER RD & S WALNUT ST ST,39.12144,-86.526496,1,0
11,5,16,RHORER ROAD RD & WALNUT STREET PIKE,39.12144,-86.526496,1,0
12,6,18,RHORER & WALNUT STREET PIKE PIKE,39.12144,-86.526496,1,0
12,3,10,RHORER RD & WALNUT ST,39.12144,-86.526496,1,0
10,2,23,GORDON PIKE,39.12143201,-86.53530478,1,0
9,5,16,OLD 37 SOUTH & RHORER ROAD RD,39.12141994,-86.53134986,1,0
12,2,19,E RHORER RD & S OLD SR 37,39.12141994,-86.53133256,1,0
3,1,12,RHORER RD & S GRAN HAVEN,39.12138379,-86.49167584,0,1
8,2,12,GRAN HAVEN & RHORER RDS,39.12137,-86.49171325,1,0
10,6,8,GRAN HAVEN & RHORER RD,39.12137,-86.49162675,1,0
